id,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow:variance,carry_big_objects_tables_chairs_etc_within_the_circle,carry_big_objects_tables_chairs_etc_within_the_circle:variance,carry_cold_food_in_the_direction_of_the_arrow,carry_cold_food_in_the_direction_of_the_arrow:variance,carry_cold_food_within_the_circle,carry_cold_food_within_the_circle:variance,carry_drinks_in_the_direction_of_the_arrow,carry_drinks_in_the_direction_of_the_arrow:variance,carry_drinks_within_the_circle,carry_drinks_within_the_circle:variance,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow:variance,carry_small_objects_plates_toys_etc_within_the_circle,carry_small_objects_plates_toys_etc_within_the_circle:variance,carry_warm_food_in_the_direction_of_the_arrow,carry_warm_food_in_the_direction_of_the_arrow:variance,carry_warm_food_within_the_circle,carry_warm_food_within_the_circle:variance,cleaning_picking_up_stuff_within_the_circle,cleaning_picking_up_stuff_within_the_circle:variance,mopping_the_floor_in_the_direction_of_the_arrow,mopping_the_floor_in_the_direction_of_the_arrow:variance,mopping_the_floor_within_the_circle,mopping_the_floor_within_the_circle:variance,starting_conversation_in_the_direction_of_the_arrow,starting_conversation_in_the_direction_of_the_arrow:variance,vacuum_cleaning_in_the_direction_of_the_arrow,vacuum_cleaning_in_the_direction_of_the_arrow:variance,vacuum_cleaning_within_the_circle,vacuum_cleaning_within_the_circle:variance,2nd_closest_human_facing_robot,3d_closest_human_facing_robot,closest_human_facing_robot,direction_from_closest_human_to_robot,direction_to_2nd_closest_human,direction_to_3rd_closest_human,direction_to_closest_human,distance_to_2nd_closest_human,distance_to_3rd_closest_human,distance_to_closest_animal,distance_to_closest_child,distance_to_closest_human,distance_to_group,file_path,group_radius,image_url,music_playing,number_of_agents_in_scene,number_of_animals,number_of_children,number_of_people,number_of_people_in_group,number_of_people_sittinglaying_in_sofa,posrot1,posrot10,posrot11,posrot2,posrot3,posrot4,posrot5,posrot6,posrot7,posrot8,posrot9,posrotpepper,robot_facing_2nd_closest_human,robot_facing_3rd_closest_human,robot_facing_closest_human,robot_facing_group,robot_within_group,robot_work_radius,stamp,using_arrow,using_circle
2648829213,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,2.47,1.6680000000000001,0.0,0.0,2.33,1.578,0.0,0.0,2.47,1.6680000000000001,2.33,1.578,0.0,0.0,2.27,1.569,0.0,0.0,0.0,0.0,2.53,1.6680000000000001,0,0,0,161.477,289.735,234.2092,344.2921,2.021775,3.2869089999999996,0.525363,50.0,0.8046346999999999,50.0,data/screenshots/191_1_0_4_0_50_50_1_0_2.063536_0.8046347_2.021775_3.286909_344.2921_289.735_234.2092_161.477_1_0_0_0_0_0_0_50_1_0_6.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/191_1_0_4_0_50_50_1_0_2.063536_0.8046347_2.021775_3.286909_344.2921_289.735_234.2092_161.477_1_0_0_0_0_0_0_50_1_0_6.png,0,6,1,0,4,0,0,"(-6.0, -0.9, -3.8) (0.0, 1.0, 0.0, -0.2)",_,"(-3.0, -0.9, -2.4) (0.0, 0.5, 0.0, -0.9)","(-2.8, -0.9, -2.1) (0.0, 0.2, 0.0, 1.0)","(-6.5, -0.9, -4.8) (0.0, 0.8, 0.0, -0.6)","(-4.4, -0.9, -1.6) (0.0, 0.5, 0.0, -0.8)",_,_,_,_,_,"(-2.8, -0.9, -2.9) (0.0, 0.2, 0.0, 1.0)",0,0,1,0,1,2.063536,191,0,1
2648829214,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,135.2681,104.7861,273.7708,238.3482,1.3412600000000001,1.559825,50.0,50.0,0.8514081,50.0,data/screenshots/192_0_1_5_0_50_50_1_0_0_0.8514081_1.34126_1.559825_238.3482_104.7861_273.7708_135.2681_0_0_0_0_0_0_0_50_0_1_6.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/192_0_1_5_0_50_50_1_0_0_0.8514081_1.34126_1.559825_238.3482_104.7861_273.7708_135.2681_0_0_0_0_0_0_0_50_0_1_6.png,0,6,0,0,5,0,1,"(-8.4, -0.9, -1.1) (0.0, 0.4, 0.0, 0.9)",_,_,"(-3.9, -0.9, -4.0) (0.0, 0.9, 0.0, -0.4)","(-4.8, -0.9, -4.4) (0.0, 1.0, 0.0, -0.3)","(-2.7, -0.9, -2.4) (0.0, 0.5, 0.0, -0.8)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,"(-3.8, -0.9, -3.2) (0.0, -0.4, 0.0, 0.9)",0,0,0,0,1,0.0,192,1,0
2648829215,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,0.0,0.0,3.13,1.784,0.0,0.0,2.87,1.784,3.13,1.784,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,data/screenshots/193_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/193_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,"(-2.9, -0.9, -2.8) (0.0, 0.5, 0.0, 0.9)",0,0,0,0,1,0.0,193,1,0
2648829216,0.0,0.0,3.67,1.7380000000000002,0.0,0.0,2.67,1.814,0.0,0.0,2.8,1.869,0.0,0.0,2.73,1.806,0.0,0.0,2.73,1.879,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,0.0,0.0,2.93,1.8430000000000002,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,data/screenshots/194_1_0_0_0_50_50_1_0_2.073651_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/194_1_0_0_0_50_50_1_0_2.073651_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,"(-8.5, -0.9, -0.6) (0.0, 0.5, 0.0, 0.9)",0,0,0,0,1,2.073651,194,0,1
2648829217,2.4,1.665,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.33,1.578,0.0,0.0,2.07,1.389,0.0,0.0,2.4,1.5830000000000002,0.0,0.0,0.0,0.0,2.33,1.578,0.0,0.0,2.4,1.4969999999999999,2.6,1.665,0.0,0.0,1,0,1,0.0,95.0,215.0,335.0,0.9325957,0.9325958000000001,50.0,50.0,0.9325956,0.0,data/screenshots/195_0_1_5_3_0.9325957_0_1_1_0_0.9325956_0.9325957_0.9325958_335_95_215_0_1_0_0_1_1_0_0_50_0_0_6.png,0.9325957,https://acsdissertation.s3-eu-west-1.amazonaws.com/195_0_1_5_3_0.9325957_0_1_1_0_0.9325956_0.9325957_0.9325958_335_95_215_0_1_0_0_1_1_0_0_50_0_0_6.png,0,6,0,0,5,3,0,"(-5.5, -0.9, -3.1) (0.0, 1.0, 0.0, 0.0)",_,_,"(-4.7, -0.9, -4.5) (0.0, -0.5, 0.0, 0.9)","(-6.3, -0.9, -4.5) (0.0, 0.5, 0.0, 0.9)","(-4.1, -0.9, -1.1) (0.0, 0.9, 0.0, 0.3)","(-7.7, -0.9, -1.0) (0.0, 0.9, 0.0, -0.4)",_,_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.7, 0.0, -0.7)",0,0,1,1,1,0.0,195,1,0
2648829218,0.0,0.0,2.2,1.47,0.0,0.0,1.8,1.166,0.0,0.0,1.87,1.258,0.0,0.0,1.8,1.222,0.0,0.0,1.8,1.166,1.87,1.36,0.0,0.0,1.6,1.02,0.0,0.0,0.0,0.0,1.8,1.166,1,0,1,0.0,52.0,172.0,292.0,0.7367137,0.7367139,50.0,50.0,0.7367137,0.0,data/screenshots/196_1_0_4_3_0.7367138_0_1_1_2.54247_0.7367137_0.7367137_0.7367139_292_52_172_0_0_0_0_1_1_0_0_50_0_2_6.png,0.7367138000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/196_1_0_4_3_0.7367138_0_1_1_2.54247_0.7367137_0.7367137_0.7367139_292_52_172_0_0_0_0_1_1_0_0_50_0_2_6.png,0,6,0,0,4,3,2,"(-5.5, -0.9, -3.3) (0.0, 1.0, 0.0, 0.0)",_,_,"(-4.9, -0.9, -4.4) (0.0, -0.5, 0.0, 0.9)","(-6.1, -0.9, -4.4) (0.0, 0.5, 0.0, 0.9)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,"(-5.5, -0.9, -4.0) (0.0, 1.0, 0.0, -0.1)",0,0,0,1,1,2.5424700000000002,196,0,1
2648829219,1.93,1.2890000000000001,0.0,0.0,2.0,1.2109999999999999,0.0,0.0,2.0,1.317,0.0,0.0,1.87,1.147,0.0,0.0,2.07,1.34,0.0,0.0,0.0,0.0,1.87,1.147,0.0,0.0,2.07,1.2890000000000001,2.13,1.36,0.0,0.0,1,1,1,0.0,4.0,94.0,274.0,0.6324034000000001,0.6324034000000001,50.0,50.0,0.6324034000000001,0.0,data/screenshots/197_0_1_7_4_0.6324034_0_1_1_0_0.6324034_0.6324034_0.6324034_274_4_94_0_0_1_0_1_1_1_0_50_0_2_8.png,0.6324034000000001,https://acsdissertation.s3-eu-west-1.amazonaws.com/197_0_1_7_4_0.6324034_0_1_1_0_0.6324034_0.6324034_0.6324034_274_4_94_0_0_1_0_1_1_1_0_50_0_2_8.png,0,8,0,0,7,4,2,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)",_,_,"(-3.4, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7)","(-4.0, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0)","(-4.6, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)","(-7.8, -0.9, -1.9) (0.0, 0.5, 0.0, -0.9)",_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,"(-4.0, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)",1,0,0,1,1,0.0,197,1,0
2648829220,2.0,1.4140000000000001,0.0,0.0,2.0,1.3659999999999999,0.0,0.0,2.13,1.5430000000000001,0.0,0.0,1.93,1.34,0.0,0.0,2.0,1.3659999999999999,0.0,0.0,0.0,0.0,2.07,1.526,0.0,0.0,2.07,1.526,2.07,1.526,0.0,0.0,1,0,1,323.3377,76.99683,67.93211,10.337660000000001,1.559092,2.4390490000000002,50.0,50.0,1.534389,50.0,data/screenshots/198_0_1_4_0_50_50_1_0_0_1.534389_1.559092_2.439049_10.33766_76.99683_67.93211_323.3377_1_0_0_1_1_0_0_50_0_0_5.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/198_0_1_4_0_50_50_1_0_0_1.534389_1.559092_2.439049_10.33766_76.99683_67.93211_323.3377_1_0_0_1_1_0_0_50_0_0_5.png,0,5,0,0,4,0,0,"(-3.0, -0.9, -3.7) (0.0, 0.4, 0.0, 0.9)",_,_,"(-7.3, -0.9, -2.4) (0.0, 0.8, 0.0, -0.6)","(-5.0, -0.9, -3.1) (0.0, 0.2, 0.0, -1.0)","(-4.3, -0.9, -2.5) (0.0, 0.3, 0.0, 0.9)",_,_,_,_,_,"(-2.8, -0.9, -2.1) (0.0, 1.0, 0.0, 0.0)",0,0,1,0,1,0.0,198,1,0
2648829221,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.13,1.31,0.0,0.0,2.2,1.4240000000000002,0.0,0.0,2.0,1.2109999999999999,0.0,0.0,2.2,1.4240000000000002,2.2,1.6,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,0.0,0.0,2.27,1.569,1,0,0,291.2374,160.814,199.9791,336.2896,1.0825930000000001,1.114592,50.0,50.0,0.6990575,1.403292,data/screenshots/199_1_0_8_4_0.5211625_1.403292_0_0_2.804343_0.6990575_1.082593_1.114592_336.2896_160.814_199.9791_291.2374_1_0_0_0_1_0_0_50_0_2_9.png,0.5211625,https://acsdissertation.s3-eu-west-1.amazonaws.com/199_1_0_8_4_0.5211625_1.403292_0_0_2.804343_0.6990575_1.082593_1.114592_336.2896_160.814_199.9791_291.2374_1_0_0_0_1_0_0_50_0_2_9.png,0,9,0,0,8,4,2,"(-3.0, -0.9, -2.5) (0.0, 1.0, 0.0, 0.0)",_,_,"(-2.5, -0.9, -3.0) (0.0, -0.7, 0.0, 0.7)","(-3.0, -0.9, -3.5) (0.0, 0.0, 0.0, 1.0)","(-3.5, -0.9, -3.0) (0.0, 0.7, 0.0, 0.7)","(-4.3, -0.9, -4.6) (0.0, 0.7, 0.0, 0.7)","(-6.5, -0.9, -3.9) (0.0, 0.0, 0.0, 1.0)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,"(-4.0, -0.9, -4.0) (0.0, 0.9, 0.0, -0.4)",0,0,1,0,0,2.804343,199,0,1
2648829223,0.0,0.0,3.67,1.7380000000000002,0.0,0.0,2.67,1.814,0.0,0.0,2.73,1.879,0.0,0.0,2.67,1.814,0.0,0.0,2.73,1.879,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,0.0,0.0,2.93,1.8430000000000002,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,data/screenshots/201_1_0_0_0_50_50_0_0_1.677813_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/201_1_0_0_0_50_50_0_0_1.677813_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,"(-8.4, -0.9, -2.6) (-0.1, -0.2, 0.0, 1.0)",0,0,0,0,0,1.677813,201,0,1
2648829224,2.73,1.806,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.6,1.744,0.0,0.0,2.6,1.744,0.0,0.0,2.6,1.744,0.0,0.0,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,2.6,1.744,0.0,0.0,0,0,0,205.9371,304.43,1000.0,133.2442,4.77917,50.0,1.295552,50.0,0.4814477,50.0,data/screenshots/202_0_1_2_0_50_50_0_0_0_0.4814477_4.77917_50_133.2442_304.43_1000_205.9371_0_0_0_0_0_0_0_50_1_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/202_0_1_2_0_50_50_0_0_0_0.4814477_4.77917_50_133.2442_304.43_1000_205.9371_0_0_0_0_0_0_0_50_1_0_4.png,0,4,1,0,2,0,0,"(-7.9, -0.9, -1.2) (0.0, 0.9, 0.0, 0.5)",_,"(-2.7, -0.9, -3.6) (0.0, 0.1, 0.0, 1.0)","(-2.8, -0.9, -2.6) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,_,"(-3.2, -0.9, -2.4) (-0.1, -0.2, 0.0, 1.0)",0,0,0,0,0,0.0,202,1,0
2648829225,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,0.0,0.0,2.73,1.7690000000000001,0.0,0.0,2.67,1.814,2.73,1.7690000000000001,0.0,0.0,0,0,0,185.6925,1000.0,1000.0,150.7553,50.0,50.0,50.0,50.0,2.793144,50.0,data/screenshots/203_0_1_1_0_50_50_0_0_0_2.793144_50_50_150.7553_1000_1000_185.6925_0_0_0_0_0_0_0_50_0_0_2.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/203_0_1_1_0_50_50_0_0_0_2.793144_50_50_150.7553_1000_1000_185.6925_0_0_0_0_0_0_0_50_0_0_2.png,0,2,0,0,1,0,0,"(-5.4, -0.9, -4.3) (0.0, 0.8, 0.0, -0.6)",_,_,_,_,_,_,_,_,_,_,"(-2.7, -0.9, -4.0) (0.0, 0.8, 0.0, 0.6)",0,0,0,0,0,0.0,203,1,0
2648829226,0.0,0.0,3.07,1.611,0.0,0.0,2.33,1.3980000000000001,0.0,0.0,2.6,1.5830000000000002,0.0,0.0,2.47,1.5,0.0,0.0,2.33,1.4909999999999999,2.27,1.436,0.0,0.0,2.2,1.376,0.0,0.0,0.0,0.0,2.4,1.4969999999999999,1,1,1,0.0,12.0,102.0,282.0,0.5775557,0.5775557,50.0,2.402568,0.5775556,0.0,data/screenshots/204_1_0_8_4_0.5775556_0_1_1_2.543657_0.5775556_0.5775557_0.5775557_282_12_102_0_0_1_0_1_1_1_2_2.402568_0_0_9.png,0.5775556,https://acsdissertation.s3-eu-west-1.amazonaws.com/204_1_0_8_4_0.5775556_0_1_1_2.543657_0.5775556_0.5775557_0.5775557_282_12_102_0_0_1_0_1_1_1_2_2.402568_0_0_9.png,0,9,0,2,8,4,0,"(-7.5, -0.9, -0.9) (0.0, 1.0, 0.0, 0.0)","(-6.5, -0.9, -3.7) (0.0, 1.0, 0.0, 0.0)",_,"(-6.9, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.1) (0.0, 0.0, 0.0, 1.0)","(-8.1, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-2.9, -0.9, -3.8) (0.0, 0.3, 0.0, -1.0)","(-3.8, -0.9, -1.0) (0.0, 1.0, 0.0, -0.2)",_,_,"(-5.9, -0.9, -4.9) (0.0, 1.0, 0.0, -0.1)","(-7.5, -0.9, -1.5) (0.0, 0.6, 0.0, 0.8)",1,0,0,1,1,2.543657,204,0,1
2648829227,0.0,0.0,3.2,1.72,0.0,0.0,3.0,1.5490000000000002,0.0,0.0,3.07,1.611,0.0,0.0,3.0,1.5490000000000002,0.0,0.0,3.07,1.611,3.13,1.6680000000000001,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,0.0,0.0,3.4,1.625,0,0,1,25.17989,224.12099999999998,75.08688000000001,108.1799,1.666475,2.196234,50.0,1.6159700000000001,1.6159700000000001,50.0,data/screenshots/205_1_0_7_0_50_50_1_0_1.11476_1.61597_1.666475_2.196234_108.1799_224.121_75.08688_25.17989_0_0_0_1_0_0_1_1.61597_0_0_8.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/205_1_0_7_0_50_50_1_0_1.11476_1.61597_1.666475_2.196234_108.1799_224.121_75.08688_25.17989_0_0_0_1_0_0_1_1.61597_0_0_8.png,0,8,0,1,7,0,0,"(-7.4, -0.9, -1.4) (0.0, 1.0, 0.0, 0.2)",_,_,"(-6.2, -0.9, -5.0) (0.0, 0.8, 0.0, 0.6)","(-3.2, -0.9, -2.3) (0.0, 0.6, 0.0, -0.8)","(-3.0, -0.9, -3.2) (0.0, 1.0, 0.0, 0.1)","(-7.1, -0.9, -1.1) (0.0, 0.3, 0.0, -1.0)","(-8.2, -0.9, -0.2) (0.0, 0.1, 0.0, 1.0)",_,_,"(-5.7, -0.9, -3.9) (0.0, 0.7, 0.0, 0.7)","(-4.1, -0.9, -4.4) (0.0, 1.0, 0.0, 0.0)",0,0,0,0,1,1.11476,205,0,1
2648829228,0.0,0.0,2.33,1.3980000000000001,0.0,0.0,2.13,1.204,0.0,0.0,2.33,1.3980000000000001,0.0,0.0,2.07,1.181,0.0,0.0,2.2,1.327,2.27,1.389,0.0,0.0,2.27,1.389,0.0,0.0,0.0,0.0,2.53,1.5,0,0,1,24.22821,331.1597,1000.0,112.0483,2.112453,50.0,1.78397,50.0,0.7387353,50.0,data/screenshots/206_1_0_2_0_50_50_1_0_1.307129_0.7387353_2.112453_50_112.0483_331.1597_1000_24.22821_0_1_0_1_0_0_0_50_1_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/206_1_0_2_0_50_50_1_0_1.307129_0.7387353_2.112453_50_112.0483_331.1597_1000_24.22821_0_1_0_1_0_0_0_50_1_0_4.png,0,4,1,0,2,0,0,"(-5.2, -0.9, -4.6) (0.0, 0.8, 0.0, -0.6)",_,"(-3.1, -0.9, -2.4) (0.0, 0.8, 0.0, -0.5)","(-2.7, -0.9, -3.6) (0.0, 1.0, 0.0, -0.1)",_,_,_,_,_,_,_,"(-3.2, -0.9, -4.2) (0.0, -0.6, 0.0, 0.8)",1,0,0,0,1,1.307129,206,0,1
2648829229,2.87,1.784,0.0,0.0,2.67,1.66,0.0,0.0,2.67,1.7380000000000002,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.93,1.692,0.0,0.0,0.0,0.0,2.73,1.652,0.0,0.0,2.73,1.652,2.8,1.72,0.0,0.0,0,0,1,322.8898,1000.0,1000.0,17.661620000000003,50.0,50.0,50.0,50.0,3.632128,50.0,data/screenshots/207_0_1_1_0_50_50_1_0_0_3.632128_50_50_17.66162_1000_1000_322.8898_1_0_0_1_0_0_0_50_0_0_2.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/207_0_1_1_0_50_50_1_0_0_3.632128_50_50_17.66162_1000_1000_322.8898_1_0_0_1_0_0_0_50_0_0_2.png,0,2,0,0,1,0,0,"(-3.1, -0.9, -2.5) (0.0, 0.7, 0.0, -0.7)",_,_,_,_,_,_,_,_,_,_,"(-6.1, -0.9, -4.5) (0.0, 0.3, 0.0, 0.9)",0,0,1,0,1,0.0,207,1,0
2648829230,2.8,1.72,0.0,0.0,2.73,1.652,0.0,0.0,2.73,1.692,0.0,0.0,2.67,1.619,0.0,0.0,2.53,1.5859999999999999,0.0,0.0,0.0,0.0,2.53,1.5430000000000001,0.0,0.0,2.73,1.652,2.8,1.6,0.0,0.0,0,0,0,273.444,241.4726,226.00099999999998,183.5541,5.492038,5.616137999999999,50.0,50.0,2.918814,50.0,data/screenshots/208_0_1_3_0_50_50_1_0_0_2.918814_5.492038_5.616138_183.5541_241.4726_226.001_273.444_0_0_0_0_0_0_0_50_0_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/208_0_1_3_0_50_50_1_0_0_2.918814_5.492038_5.616138_183.5541_241.4726_226.001_273.444_0_0_0_0_0_0_0_50_0_0_4.png,0,4,0,0,3,0,0,"(-8.5, -0.9, -1.7) (0.0, 1.0, 0.0, -0.2)",_,_,"(-5.6, -0.9, -4.5) (0.0, 1.0, 0.0, 0.3)","(-7.8, -0.9, -0.4) (0.0, 1.0, 0.0, 0.1)",_,_,_,_,_,_,"(-3.0, -0.9, -3.1) (0.0, 0.5, 0.0, 0.9)",0,0,0,0,1,0.0,208,1,0
2648829231,2.8,1.558,0.0,0.0,2.47,1.5,0.0,0.0,2.6,1.665,0.0,0.0,2.67,1.535,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,0.0,0.0,2.53,1.5,0.0,0.0,2.53,1.5,2.8,1.558,0.0,0.0,0,0,0,161.9477,207.6476,200.4783,206.5853,3.1623490000000003,4.151051,50.0,50.0,1.036216,50.0,data/screenshots/209_0_1_3_0_50_50_1_0_0_1.036216_3.162349_4.151051_206.5853_207.6476_200.4783_161.9477_0_0_0_0_0_0_0_50_0_0_4.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/209_0_1_3_0_50_50_1_0_0_1.036216_3.162349_4.151051_206.5853_207.6476_200.4783_161.9477_0_0_0_0_0_0_0_50_0_0_4.png,0,4,0,0,3,0,0,"(-5.3, -0.9, -4.1) (0.0, 0.3, 0.0, -1.0)",_,_,"(-6.3, -0.9, -3.6) (0.0, 0.7, 0.0, -0.7)","(-7.4, -0.9, -1.8) (0.0, 1.0, 0.0, 0.1)",_,_,_,_,_,_,"(-8.0, -0.9, -1.0) (0.0, -0.5, 0.0, 0.9)",0,0,0,0,1,0.0,209,1,0
2648829232,0.0,0.0,2.07,1.526,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,2.13,1.5430000000000001,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,2.07,1.526,2.2,1.6,0.0,0.0,2.2,1.6,0.0,0.0,0.0,0.0,2.27,1.692,0,0,0,174.9671,109.12100000000001,122.8378,60.01944,1.225727,1.473474,50.0,0.605999,0.605999,50.0,data/screenshots/210_1_0_6_0_50_50_1_0_0.9348031_0.605999_1.225727_1.473474_60.01944_109.121_122.8378_174.9671_0_0_0_0_0_0_2_0.605999_0_1_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/210_1_0_6_0_50_50_1_0_0.9348031_0.605999_1.225727_1.473474_60.01944_109.121_122.8378_174.9671_0_0_0_0_0_0_2_0.605999_0_1_7.png,0,7,0,2,6,0,1,"(-7.7, -0.9, -0.6) (0.0, 0.2, 0.0, -1.0)","(-3.9, -0.9, -3.6) (0.0, 0.2, 0.0, 1.0)",_,"(-4.2, -0.9, -3.4) (0.0, 0.9, 0.0, -0.4)","(-5.3, -0.9, -4.3) (0.0, 0.4, 0.0, -0.9)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,"(-3.0, -0.9, -3.9) (0.0, 1.0, 0.0, -0.3)","(-2.7, -0.9, -3.3) (0.0, 1.0, 0.0, 0.3)",0,0,0,0,1,0.9348030999999999,210,0,1
2648829233,2.6,1.744,0.0,0.0,2.47,1.5859999999999999,0.0,0.0,2.6,1.744,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,2.73,1.652,0.0,0.0,0,0,1,333.5485,165.3133,230.6191,73.47983,1.209506,1.386166,50.0,50.0,0.9237428,50.0,data/screenshots/211_0_1_6_0_50_50_1_0_0_0.9237428_1.209506_1.386166_73.47983_165.3133_230.6191_333.5485_0_0_0_1_0_0_0_50_0_0_7.png,50.0,https://acsdissertation.s3-eu-west-1.amazonaws.com/211_0_1_6_0_50_50_1_0_0_0.9237428_1.209506_1.386166_73.47983_165.3133_230.6191_333.5485_0_0_0_1_0_0_0_50_0_0_7.png,1,7,0,0,6,0,0,"(-4.4, -0.9, -2.4) (0.0, 1.0, 0.0, 0.0)",_,_,"(-4.2, -0.9, -1.4) (0.0, 0.4, 0.0, 0.9)","(-2.9, -0.9, -2.6) (0.0, 0.6, 0.0, 0.8)","(-3.8, -0.9, -1.1) (0.0, 0.6, 0.0, -0.8)","(-2.8, -0.9, -4.0) (0.0, 0.6, 0.0, 0.8)","(-4.2, -0.9, -0.3) (0.0, 0.8, 0.0, 0.5)",_,_,_,"(-3.9, -0.9, -3.2) (0.0, -0.8, 0.0, 0.6)",0,0,0,0,1,0.0,211,1,0
