Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,
6267,data/screenshots/6267_1_0_6_4_0.9230001_0_1_1_0.7094695_0.9230001_0.9230001_0.9230003_200_20_290_0_1_1_0_50_0_0_7.png,1,0,6,4,0.9230001,0,1,1,0.7094695,0.9230001,0.9230001,0.9230003,200,20,290,0,1,1,0,50,0,50,0,0,7,
6268,data/screenshots/6268_0_1_3_0_50_50_1_0_0_0.8169379_1.313497_1.635915_343.3166_240.3616_127.5062_59.31656_1_1_0_50_1_0_5.png,0,1,3,0,50,50,1,0,0,0.8169379,1.313497,1.635915,343.3166,240.3616,127.5062,59.31656,1,1,0,50,1,1.750253,0,0,5,
6269,data/screenshots/6269_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
6270,data/screenshots/6270_1_0_1_0_50_50_1_0_2.644978_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,1,0,1,0,50,50,1,0,2.644978,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
6271,data/screenshots/6271_0_1_4_0_50_50_1_0_0_0.9555101_2.24202_2.639032_296.2166_85.15192_120.3593_177.7228_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,0.9555101,2.24202,2.639032,296.2166,85.15192,120.3593,177.7228,1,1,0,50,0,50,0,0,5,
6272,data/screenshots/6272_0_1_6_0_50_50_1_0_0_0.5227035_0.5804254_0.696072_277.816_168.6859_105.2311_269.6816_1_1_0_50_1_0_8.png,0,1,6,0,50,50,1,0,0,0.5227035,0.5804254,0.696072,277.816,168.6859,105.2311,269.6816,1,1,0,50,1,1.091839,0,0,8,
6273,data/screenshots/6273_0_1_4_0_50_50_1_0_0_0.9911653_1.943981_3.10992_204.5208_199.1516_239.6647_293.2023_1_1_2_0.9911653_0_0_5.png,0,1,4,0,50,50,1,0,0,0.9911653,1.943981,3.10992,204.5208,199.1516,239.6647,293.2023,1,1,2,0.9911653,0,50,0,0,5,
6274,data/screenshots/6274_1_0_5_4_0.5784608_4.764688_0_1_0.56093_0.5301925_4.218898_4.617222_109.8306_2.449341_353.1632_51.99142_0_0_0_50_1_0_7.png,1,0,5,4,0.5784608,4.764688,0,1,0.56093,0.5301925,4.218898,4.617222,109.8306,2.449341,353.1632,51.99142,0,0,0,50,1,1.186472,0,0,7,
6275,data/screenshots/6275_0_1_2_4_0.6755694_2.629566_0_1_0_2.026847_2.442353_2.96259_352.4209_14.716_347.9116_149.1106_1_0_0_50_0_0_5.png,0,1,2,4,0.6755694,2.629566,0,1,0,2.026847,2.442353,2.96259,352.4209,14.716,347.9116,149.1106,1,0,0,50,0,50,0,0,5,
6276,data/screenshots/6276_1_0_0_4_0.8945308_3.101032_0_0_0.786938_2.412341_2.703863_3.677267_168.0194_195.9108_168.371_133.9778_0_0_0_50_0_0_5.png,1,0,0,4,0.8945308,3.101032,0,0,0.786938,2.412341,2.703863,3.677267,168.0194,195.9108,168.371,133.9778,0,0,0,50,0,50,0,1,5,
6277,data/screenshots/6277_1_0_7_0_50_50_0_0_1.530417_1.792167_1.897835_2.926391_220.1891_266.0316_321.8327_317.5186_0_0_0_50_0_2_8.png,1,0,7,0,50,50,0,0,1.530417,1.792167,1.897835,2.926391,220.1891,266.0316,321.8327,317.5186,0,0,0,50,0,50,2,0,8,
6278,data/screenshots/6278_1_0_2_0_50_50_0_0_2.653223_0.9285307_4.135264_50_298.4429_40.95393_1000_112.8038_0_0_0_50_0_0_3.png,1,0,2,0,50,50,0,0,2.653223,0.9285307,4.135264,50,298.4429,40.95393,1000,112.8038,0,0,0,50,0,50,0,0,3,
6279,data/screenshots/6279_0_1_6_0_50_50_0_0_0_1.460356_1.526847_1.636642_106.5269_258.7528_281.1977_279.3308_0_0_0_50_0_0_7.png,0,1,6,0,50,50,0,0,0,1.460356,1.526847,1.636642,106.5269,258.7528,281.1977,279.3308,0,0,0,50,0,50,0,0,7,
6280,data/screenshots/6280_0_1_3_0_50_50_0_0_0_0.947664_2.727472_3.737514_76.77453_350.5657_310.5383_151.7761_0_0_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,0.947664,2.727472,3.737514,76.77453,350.5657,310.5383,151.7761,0,0,0,50,0,50,0,1,4,
6281,data/screenshots/6281_1_0_3_0_50_50_0_0_2.938323_0.6510513_2.49543_2.802041_264.4186_24.80666_286.0493_134.9584_0_0_0_50_0_0_4.png,1,0,3,0,50,50,0,0,2.938323,0.6510513,2.49543,2.802041,264.4186,24.80666,286.0493,134.9584,0,0,0,50,0,50,0,0,4,
6282,data/screenshots/6282_0_1_1_0_50_50_0_0_0_2.301876_50_50_203.4555_1000_1000_317.4139_0_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,2.301876,50,50,203.4555,1000,1000,317.4139,0,0,0,50,0,50,0,0,2,
6283,data/screenshots/6283_1_0_7_0_50_50_0_0_1.29766_1.528233_2.214905_2.395908_217.0438_181.7012_240.4026_143.4577_0_0_2_1.528233_0_0_8.png,1,0,7,0,50,50,0,0,1.29766,1.528233,2.214905,2.395908,217.0438,181.7012,240.4026,143.4577,0,0,2,1.528233,0,50,0,0,8,
6284,data/screenshots/6284_1_0_0_0_50_50_0_0_1.326571_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,0,0,1.326571,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
6285,data/screenshots/6285_0_1_3_0_50_50_0_0_0_1.51718_1.77355_3.424316_242.5755_149.0436_297.7994_1.033203_0_1_0_50_1_0_5.png,0,1,3,0,50,50,0,0,0,1.51718,1.77355,3.424316,242.5755,149.0436,297.7994,1.033203,0,1,0,50,1,0.8317084,0,0,5,
6286,data/screenshots/6286_0_1_4_0_50_50_0_0_0_1.689753_2.63897_3.225358_145.8406_133.8926_101.8484_142.0977_0_0_0_50_0_0_5.png,0,1,4,0,50,50,0,0,0,1.689753,2.63897,3.225358,145.8406,133.8926,101.8484,142.0977,0,0,0,50,0,50,0,1,5,
6287,data/screenshots/6287_0_1_2_0_50_50_0_0_0_1.648222_2.621404_50_48.51099_264.6453_1000_79.66071_0_0_0_50_0_0_3.png,0,1,2,0,50,50,0,0,0,1.648222,2.621404,50,48.51099,264.6453,1000,79.66071,0,0,0,50,0,50,0,0,3,
6288,data/screenshots/6288_0_1_5_0_50_50_0_0_0_1.692782_2.271065_3.109927_212.0243_298.2348_262.0504_313.6851_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,1.692782,2.271065,3.109927,212.0243,298.2348,262.0504,313.6851,0,0,0,50,0,50,0,0,6,
6289,data/screenshots/6289_1_0_0_0_50_50_0_0_2.540498_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,1,0,0,0,50,50,0,0,2.540498,50,50,50,1000,1000,1000,1000,1,1,0,50,1,2.67871,0,0,2,
6290,data/screenshots/6290_0_1_2_0_50_50_0_0_0_1.448202_1.691824_50_315.3947_225.8724_1000_110.2902_0_0_0_50_1_0_4.png,0,1,2,0,50,50,0,0,0,1.448202,1.691824,50,315.3947,225.8724,1000,110.2902,0,0,0,50,1,2.017567,0,0,4,
6291,data/screenshots/6291_0_1_1_0_50_50_0_0_0_4.717988_50_50_214.1918_1000_1000_106.9597_0_0_0_50_1_0_3.png,0,1,1,0,50,50,0,0,0,4.717988,50,50,214.1918,1000,1000,106.9597,0,0,0,50,1,3.350002,0,0,3,
6292,data/screenshots/6292_0_1_6_4_0.9015099_2.85242_0_0_0_0.575271_1.956936_2.171252_191.9679_177.4764_227.0107_31.4832_0_1_0_50_1_0_8.png,0,1,6,4,0.9015099,2.85242,0,0,0,0.575271,1.956936,2.171252,191.9679,177.4764,227.0107,31.4832,0,1,0,50,1,5.935122,0,0,8,
6293,data/screenshots/6293_1_0_2_4_0.8827549_0_1_1_1.539255_0.8827548_0.8827548_0.8827549_355_85.00001_265_0_1_1_1_3.315485_0_0_6.png,1,0,2,4,0.8827549,0,1,1,1.539255,0.8827548,0.8827548,0.8827549,355,85.00001,265,0,1,1,1,3.315485,0,50,0,0,6,
6294,data/screenshots/6294_0_1_5_3_0.7854381_2.860079_0_0_0_2.171702_2.826833_2.843707_171.2965_204.4406_217.6273_146.563_0_0_0_50_1_0_7.png,0,1,5,3,0.7854381,2.860079,0,0,0,2.171702,2.826833,2.843707,171.2965,204.4406,217.6273,146.563,0,0,0,50,1,1.4864,0,0,7,
6295,data/screenshots/6295_1_0_3_3_0.5540349_0_1_1_1.650282_0.5540349_0.554035_0.554035_280_40.00001_160_0_1_1_2_1.015203_1_1_8.png,1,0,3,3,0.5540349,0,1,1,1.650282,0.5540349,0.554035,0.554035,280,40.00001,160,0,1,1,2,1.015203,1,3.493476,1,0,8,
6296,data/screenshots/6296_1_0_2_3_0.5939525_0_1_1_1.466145_0.5939524_0.5939524_0.5939525_65_185_305_0_1_1_1_5.123912_0_0_5.png,1,0,2,3,0.5939525,0,1,1,1.466145,0.5939524,0.5939524,0.5939525,65,185,305,0,1,1,1,5.123912,0,50,0,0,5,
6297,data/screenshots/6297_0_1_3_0_50_50_1_0_0_2.094593_2.181892_5.20447_119.1244_10.62076_72.73224_303.1245_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,2.094593,2.181892,5.20447,119.1244,10.62076,72.73224,303.1245,1,1,0,50,0,50,0,0,4,
6298,data/screenshots/6298_0_1_1_0_50_50_1_0_0_2.258253_50_50_157.4325_1000_1000_28.16476_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,2.258253,50,50,157.4325,1000,1000,28.16476,1,1,0,50,0,50,0,0,2,
6299,data/screenshots/6299_0_1_2_0_50_50_1_0_0_3.356389_4.57416_50_340.7931_35.56036_1000_312.9578_1_1_0_50_1_0_4.png,0,1,2,0,50,50,1,0,0,3.356389,4.57416,50,340.7931,35.56036,1000,312.9578,1,1,0,50,1,3.713051,0,1,4,
6300,data/screenshots/6300_1_0_3_0_50_50_1_0_1.965514_0.8085417_4.747558_5.343448_273.8486_272.6889_220.158_345.8065_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,1.965514,0.8085417,4.747558,5.343448,273.8486,272.6889,220.158,345.8065,1,1,0,50,0,50,0,1,4,
6301,data/screenshots/6301_1_0_1_0_50_50_1_0_2.235791_1.964842_50_50_130.4464_1000_1000_84.56219_1_1_0_50_1_0_3.png,1,0,1,0,50,50,1,0,2.235791,1.964842,50,50,130.4464,1000,1000,84.56219,1,1,0,50,1,2.408211,0,0,3,
6302,data/screenshots/6302_0_1_1_0_50_50_1_0_0_2.342158_50_50_206.1331_1000_1000_140.6953_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,2.342158,50,50,206.1331,1000,1000,140.6953,1,1,0,50,0,50,0,0,2,
6303,data/screenshots/6303_0_1_5_3_0.7506872_1.606653_0_0_0_0.8812699_1.982924_2.173931_189.3159_159.0315_195.1169_200.271_0_0_0_50_0_0_6.png,0,1,5,3,0.7506872,1.606653,0,0,0,0.8812699,1.982924,2.173931,189.3159,159.0315,195.1169,200.271,0,0,0,50,0,50,0,1,6,
6304,data/screenshots/6304_1_0_3_3_0.8849051_5.153497_0_0_1.160179_4.647216_4.907054_6.029011_188.5049_170.3051_181.3217_239.4634_0_0_0_50_0_1_5.png,1,0,3,3,0.8849051,5.153497,0,0,1.160179,4.647216,4.907054,6.029011,188.5049,170.3051,181.3217,239.4634,0,0,0,50,0,50,1,0,5,
6305,data/screenshots/6305_0_1_2_3_0.7139592_0_1_1_0_0.713959_0.7139592_0.7139593_268_28_148_0_1_1_0_50_0_0_4.png,0,1,2,3,0.7139592,0,1,1,0,0.713959,0.7139592,0.7139593,268,28,148,0,1,1,0,50,0,50,0,0,4,
6306,data/screenshots/6306_0_1_1_3_0.8872348_0_1_1_0_0.8650842_0.8872347_0.8872347_30.24957_117_237_79.2496_1_1_1_0.8650842_0_0_5.png,0,1,1,3,0.8872348,0,1,1,0,0.8650842,0.8872347,0.8872347,30.24957,117,237,79.2496,1,1,1,0.8650842,0,50,0,0,5,
6307,data/screenshots/6307_0_1_6_4_0.5062919_0_1_1_0_0.5062919_0.5062919_0.5062919_129_219_309_0_1_1_0_50_1_0_8.png,0,1,6,4,0.5062919,0,1,1,0,0.5062919,0.5062919,0.5062919,129,219,309,0,1,1,0,50,1,2.094181,0,0,8,
6308,data/screenshots/6308_1_0_5_0_50_50_1_0_2.100567_1.640737_2.056386_3.024257_284.2005_244.1382_272.6597_291.2005_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,2.100567,1.640737,2.056386,3.024257,284.2005,244.1382,272.6597,291.2005,1,1,0,50,0,50,0,0,6,
6309,data/screenshots/6309_1_0_8_5_0.5297435_0_1_1_1.179078_0.5297434_0.5297435_0.5297435_266_50.00003_122_0_1_1_0_50_0_2_9.png,1,0,8,5,0.5297435,0,1,1,1.179078,0.5297434,0.5297435,0.5297435,266,50.00003,122,0,1,1,0,50,0,50,2,0,9,
6310,data/screenshots/6310_1_0_3_5_0.8336102_3.316682_0_0_2.67469_2.525975_2.932757_3.002361_185.2274_166.3745_187.5636_201.2535_0_0_1_3.002361_0_1_8.png,1,0,3,5,0.8336102,3.316682,0,0,2.67469,2.525975,2.932757,3.002361,185.2274,166.3745,187.5636,201.2535,0,0,1,3.002361,0,50,1,0,8,
6311,data/screenshots/6311_1_0_6_3_0.8853232_0_1_1_1.288711_0.885323_0.885323_0.8853232_168_48.00001_288_0_1_1_0_50_1_0_8.png,1,0,6,3,0.8853232,0,1,1,1.288711,0.885323,0.885323,0.8853232,168,48.00001,288,0,1,1,0,50,1,0.7257558,0,0,8,
6312,data/screenshots/6312_1_0_6_4_0.5702074_1.93098_0_1_1.653805_1.575217_1.584998_2.365464_345.3206_14.88596_350.088_120.8894_1_0_1_3.896056_0_0_7.png,1,0,6,4,0.5702074,1.93098,0,1,1.653805,1.575217,1.584998,2.365464,345.3206,14.88596,350.088,120.8894,1,0,1,3.896056,0,50,0,0,7,
6313,data/screenshots/6313_0_1_6_3_0.6729174_3.09473_0_0_0_0.9679471_2.441646_2.732709_102.9107_183.3807_55.05724_312.2657_0_0_0_50_0_0_7.png,0,1,6,3,0.6729174,3.09473,0,0,0,0.9679471,2.441646,2.732709,102.9107,183.3807,55.05724,312.2657,0,0,0,50,0,50,0,0,7,
6314,data/screenshots/6314_1_0_3_0_50_50_0_0_2.132265_3.077132_3.477703_3.497867_5.730438_2.184448_27.39764_172.1428_1_0_0_50_0_0_4.png,1,0,3,0,50,50,0,0,2.132265,3.077132,3.477703,3.497867,5.730438,2.184448,27.39764,172.1428,1,0,0,50,0,50,0,0,4,
6315,data/screenshots/6315_0_1_3_0_50_50_0_0_0_2.076933_2.836564_50_172.678_232.9696_1000_316.488_0_0_0_50_1_1_5.png,0,1,3,0,50,50,0,0,0,2.076933,2.836564,50,172.678,232.9696,1000,316.488,0,0,0,50,1,1.493978,1,0,5,
6316,data/screenshots/6316_0_1_3_0_50_50_0_0_0_3.304608_3.31893_3.338972_255.6206_215.9017_292.853_307.4002_0_0_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,3.304608,3.31893,3.338972,255.6206,215.9017,292.853,307.4002,0,0,0,50,0,50,0,0,4,
6317,data/screenshots/6317_0_1_3_0_50_50_0_0_0_1.11168_1.854021_4.334057_208.6852_345.0657_74.19351_67.31776_0_0_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,1.11168,1.854021,4.334057,208.6852,345.0657,74.19351,67.31776,0,0,0,50,0,50,0,0,4,
6318,data/screenshots/6318_0_1_3_0_50_50_0_0_0_3.649933_5.294261_5.449718_11.10058_325.6234_333.2096_323.7989_1_1_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,3.649933,5.294261,5.449718,11.10058,325.6234,333.2096,323.7989,1,1,0,50,0,50,0,0,4,
6319,data/screenshots/6319_0_1_1_0_50_50_0_0_0_4.671621_50_50_161.8808_1000_1000_87.67962_0_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,4.671621,50,50,161.8808,1000,1000,87.67962,0,0,0,50,0,50,0,0,2,
6320,data/screenshots/6320_1_0_1_0_50_50_0_0_1.502948_4.346244_50_50_239.3278_1000_1000_150.0074_0_0_0_50_0_0_2.png,1,0,1,0,50,50,0,0,1.502948,4.346244,50,50,239.3278,1000,1000,150.0074,0,0,0,50,0,50,0,0,2,
6321,data/screenshots/6321_1_0_5_0_50_50_0_0_2.911196_0.406888_3.481638_3.783286_327.1601_19.30414_69.53783_102.1675_1_0_0_50_0_0_6.png,1,0,5,0,50,50,0,0,2.911196,0.406888,3.481638,3.783286,327.1601,19.30414,69.53783,102.1675,1,0,0,50,0,50,0,0,6,
6322,data/screenshots/6322_0_1_1_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_1_3.png,0,1,1,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,3.338587,1,0,3,
6323,data/screenshots/6323_0_1_3_0_50_50_0_0_0_0.7180995_1.528097_4.636006_161.9336_134.9517_84.7937_168.2451_0_0_2_0.7180995_0_0_4.png,0,1,3,0,50,50,0,0,0,0.7180995,1.528097,4.636006,161.9336,134.9517,84.7937,168.2451,0,0,2,0.7180995,0,50,0,0,4,
6324,data/screenshots/6324_0_1_6_4_0.7091044_2.525765_0_0_0_2.081759_2.08931_2.534127_193.8486_166.0263_105.2241_238.4924_0_0_0_50_0_0_7.png,0,1,6,4,0.7091044,2.525765,0,0,0,2.081759,2.08931,2.534127,193.8486,166.0263,105.2241,238.4924,0,0,0,50,0,50,0,0,7,
6325,data/screenshots/6325_0_1_2_4_0.9959247_0_1_1_0_0.9959245_0.9959245_0.9959245_281_11_101_0_1_1_0_50_0_0_5.png,0,1,2,4,0.9959247,0,1,1,0,0.9959245,0.9959245,0.9959245,281,11,101,0,1,1,0,50,0,50,0,0,5,
6326,data/screenshots/6326_1_0_0_4_0.7948407_3.080925_0_1_0.798388_2.475105_2.700827_3.599066_349.3086_13.89939_349.6148_134.0195_1_0_0_50_0_0_5.png,1,0,0,4,0.7948407,3.080925,0,1,0.798388,2.475105,2.700827,3.599066,349.3086,13.89939,349.6148,134.0195,1,0,0,50,0,50,0,0,5,
6327,data/screenshots/6327_0_1_3_0_50_50_0_0_0_2.230764_2.382874_3.97315_70.77103_266.4697_277.6937_39.79053_0_1_0_50_0_0_4.png,0,1,3,0,50,50,0,0,0,2.230764,2.382874,3.97315,70.77103,266.4697,277.6937,39.79053,0,1,0,50,0,50,0,0,4,
6328,data/screenshots/6328_0_1_4_0_50_50_0_0_0_1.33743_4.028973_5.567079_266.4778_42.19357_2.587929_286.2683_0_0_2_1.33743_0_0_5.png,0,1,4,0,50,50,0,0,0,1.33743,4.028973,5.567079,266.4778,42.19357,2.587929,286.2683,0,0,2,1.33743,0,50,0,0,5,
6329,data/screenshots/6329_1_0_2_0_50_50_0_0_1.614021_5.593248_5.879101_50_280.3675_284.7418_1000_292.6358_0_0_0_50_0_0_3.png,1,0,2,0,50,50,0,0,1.614021,5.593248,5.879101,50,280.3675,284.7418,1000,292.6358,0,0,0,50,0,50,0,0,3,
6330,data/screenshots/6330_0_1_6_0_50_50_0_0_0_1.337114_2.004008_2.103386_331.3867_118.3791_76.26706_182.3969_1_0_1_2.004008_0_0_7.png,0,1,6,0,50,50,0,0,0,1.337114,2.004008,2.103386,331.3867,118.3791,76.26706,182.3969,1,0,1,2.004008,0,50,0,0,7,
6331,data/screenshots/6331_0_1_2_0_50_50_0_0_0_1.872064_1.983821_50_239.564_202.2289_1000_96.95318_0_0_1_1.872064_0_0_3.png,0,1,2,0,50,50,0,0,0,1.872064,1.983821,50,239.564,202.2289,1000,96.95318,0,0,1,1.872064,0,50,0,0,3,
6332,data/screenshots/6332_0_1_3_0_50_50_0_0_0_0.5287639_4.777667_5.520009_100.2334_164.7396_176.5148_305.1866_0_0_0_50_1_0_5.png,0,1,3,0,50,50,0,0,0,0.5287639,4.777667,5.520009,100.2334,164.7396,176.5148,305.1866,0,0,0,50,1,3.348139,0,0,5,
6333,data/screenshots/6333_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
6334,data/screenshots/6334_1_0_7_0_50_50_0_0_2.827625_1.681211_2.125737_2.864832_339.5393_337.4221_289.7893_327.7258_1_1_1_3.941427_1_0_9.png,1,0,7,0,50,50,0,0,2.827625,1.681211,2.125737,2.864832,339.5393,337.4221,289.7893,327.7258,1,1,1,3.941427,1,4.864904,0,0,9,
6335,data/screenshots/6335_0_1_6_5_0.7929637_0_1_1_0_0.7929636_0.7929636_0.7929636_89_161_233_0_1_1_0_50_0_0_7.png,0,1,6,5,0.7929637,0,1,1,0,0.7929636,0.7929636,0.7929636,89,161,233,0,1,1,0,50,0,50,0,0,7,
6336,data/screenshots/6336_1_0_7_0_50_50_1_0_2.053463_0.7043512_0.7263008_1.158303_265.0752_181.8127_162.2626_43.07513_1_1_2_4.571841_0_0_8.png,1,0,7,0,50,50,1,0,2.053463,0.7043512,0.7263008,1.158303,265.0752,181.8127,162.2626,43.07513,1,1,2,4.571841,0,50,0,1,8,
6337,data/screenshots/6337_1_0_6_5_0.9718815_0_1_1_1.54291_0.9718813_0.9718814_0.9718815_100_172_316_0_1_1_0_50_1_0_8.png,1,0,6,5,0.9718815,0,1,1,1.54291,0.9718813,0.9718814,0.9718815,100,172,316,0,1,1,0,50,1,4.141589,0,0,8,
6338,data/screenshots/6338_0_1_3_0_50_50_1_0_0_1.751832_2.461761_5.154582_305.8391_34.39734_4.886475_46.83905_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,1.751832,2.461761,5.154582,305.8391,34.39734,4.886475,46.83905,1,1,0,50,0,50,0,0,4,
6339,data/screenshots/6339_0_1_7_0_50_50_1_0_0_1.089037_1.703427_1.927067_173.9128_29.61938_224.9066_75.31018_1_1_0_50_0_2_8.png,0,1,7,0,50,50,1,0,0,1.089037,1.703427,1.927067,173.9128,29.61938,224.9066,75.31018,1,1,0,50,0,50,2,0,8,
6340,data/screenshots/6340_0_1_5_0_50_50_1_0_0_1.428797_1.82292_2.59815_18.34766_293.5394_353.484_69.36436_1_1_0_50_0_0_6.png,0,1,5,0,50,50,1,0,0,1.428797,1.82292,2.59815,18.34766,293.5394,353.484,69.36436,1,1,0,50,0,50,0,1,6,
6341,data/screenshots/6341_0_1_8_5_0.6219664_0_1_1_0_0.6219663_0.6219663_0.6219664_38_254_326_0_1_1_2_1.418597_0_0_9.png,0,1,8,5,0.6219664,0,1,1,0,0.6219663,0.6219663,0.6219664,38,254,326,0,1,1,2,1.418597,0,50,0,0,9,
6342,data/screenshots/6342_0_1_1_5_0.5013142_0_1_1_0_0.501314_0.501314_0.5013141_60.00002_132_348_0_1_1_0_50_0_0_6.png,0,1,1,5,0.5013142,0,1,1,0,0.501314,0.501314,0.5013141,60.00002,132,348,0,1,1,0,50,0,50,0,0,6,
6343,data/screenshots/6343_1_0_3_5_0.5760288_0_1_1_1.946279_0.5760286_0.5760286_0.5760286_139_211_283_0_1_1_0_50_0_1_7.png,1,0,3,5,0.5760288,0,1,1,1.946279,0.5760286,0.5760286,0.5760286,139,211,283,0,1,1,0,50,0,50,1,0,7,
6344,data/screenshots/6344_1_0_1_5_0.7977178_0_1_1_2.186764_0.7977177_0.7977177_0.7977178_21_237_309_0_1_1_0_50_0_0_6.png,1,0,1,5,0.7977178,0,1,1,2.186764,0.7977177,0.7977177,0.7977178,21,237,309,0,1,1,0,50,0,50,0,0,6,
6345,data/screenshots/6345_0_1_4_0_50_50_1_0_0_2.813792_3.237595_3.278172_139.4557_132.3899_45.65396_94.45564_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,2.813792,3.237595,3.278172,139.4557,132.3899,45.65396,94.45564,1,1,0,50,0,50,0,0,5,
6346,data/screenshots/6346_0_1_4_0_50_50_1_0_0_0.7877203_0.9164807_2.600349_267.7891_297.7133_355.3595_46.24474_1_1_0_50_0_1_5.png,0,1,4,0,50,50,1,0,0,0.7877203,0.9164807,2.600349,267.7891,297.7133,355.3595,46.24474,1,1,0,50,0,50,1,0,5,
6347,data/screenshots/6347_1_0_5_0_50_50_1_0_0.6068455_1.107967_3.581832_3.987696_146.872_45.71315_49.94443_307.6872_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,0.6068455,1.107967,3.581832,3.987696,146.872,45.71315,49.94443,307.6872,1,1,0,50,0,50,0,0,6,
6348,data/screenshots/6348_1_0_6_0_50_50_1_0_1.404495_0.6839139_0.7882571_2.963321_223.7904_188.9023_269.9124_41.47754_1_1_0_50_0_1_7.png,1,0,6,0,50,50,1,0,1.404495,0.6839139,0.7882571,2.963321,223.7904,188.9023,269.9124,41.47754,1,1,0,50,0,50,1,0,7,
6349,data/screenshots/6349_1_0_2_0_50_50_1_0_0.5463527_1.879734_3.205869_50_285.4469_231.419_1000_183.0364_1_1_0_50_1_0_4.png,1,0,2,0,50,50,1,0,0.5463527,1.879734,3.205869,50,285.4469,231.419,1000,183.0364,1,1,0,50,1,3.184248,0,0,4,
6350,data/screenshots/6350_1_0_6_3_0.7747478_0_1_1_2.777583_0.7747478_0.7747479_0.7747479_201_321_81_0_1_1_0_50_1_1_8.png,1,0,6,3,0.7747478,0,1,1,2.777583,0.7747478,0.7747479,0.7747479,201,321,81,0,1,1,0,50,1,0.9082378,1,0,8,
6351,data/screenshots/6351_1_0_4_0_50_50_1_0_1.270227_2.883116_3.800243_4.530452_3.990646_9.109756_41.62198_287.9907_1_1_0_50_1_0_6.png,1,0,4,0,50,50,1,0,1.270227,2.883116,3.800243,4.530452,3.990646,9.109756,41.62198,287.9907,1,1,0,50,1,1.239223,0,1,6,
6352,data/screenshots/6352_1_0_7_0_50_50_1_0_1.223516_0.9363867_1.962103_2.345201_52.64967_55.36281_117.5987_111.6403_1_1_1_2.345201_0_1_8.png,1,0,7,0,50,50,1,0,1.223516,0.9363867,1.962103,2.345201,52.64967,55.36281,117.5987,111.6403,1,1,1,2.345201,0,50,1,0,8,
6353,data/screenshots/6353_1_0_4_0_50_50_1_0_2.302487_0.4577775_3.327286_4.342255_319.9808_122.9808_74.37423_164.5701_1_1_0_50_0_0_5.png,1,0,4,0,50,50,1,0,2.302487,0.4577775,3.327286,4.342255,319.9808,122.9808,74.37423,164.5701,1,1,0,50,0,50,0,0,5,
6354,data/screenshots/6354_0_1_2_0_50_50_1_0_0_1.715319_5.831496_50_278.6425_229.1138_1000_0.6060791_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,1.715319,5.831496,50,278.6425,229.1138,1000,0.6060791,1,1,0,50,0,50,0,0,3,
6355,data/screenshots/6355_0_1_6_5_0.6420208_0_1_1_0_0.6420207_0.6420208_0.6420209_331_43_115_0_1_1_0_50_0_0_7.png,0,1,6,5,0.6420208,0,1,1,0,0.6420207,0.6420208,0.6420209,331,43,115,0,1,1,0,50,0,50,0,0,7,
